삼성전자 삼성 DM530ADA-L78A,"1,348,000원",https://adcr.naver.com/adcr?x=3UqMnppXekm1jqk0otA9cf///w==kN6pR0iYyMoaoVL0vzgF+KKL6HJrtwVM3bFhc03i8vTh0VCxDVBkw+0FxqNM2VxO4JffCJO8y4/iSMrHputchB3jEe5yEfZTEdedcQElaXek/Ip4alQBhiH+CHTIm3aklDTFb5PulqVYkod4En1nhxx71D/ZAzyV2+67UZwPNucrR3dupx0iYCEfbkZxXHJ3DajYESawDmH8bu7xj7imZ79c+7HPS0t/W9GuDZvrFr7O68pFaV1AjsdK9KAjIxk4+o1qWE3I44CaCM2urZa2pDZ2Pi2jrW/aWM8kzzZ7ScKVhdl9pQanx3j2B3nmV2yocPdlZWnM9qcI/8N++KiVhCt0ksnc31VYJ3A0xcrK/Y4gtNAZOomTCDbaUrQZnVcesfxlYzMtWnpeb6poRM7BcoFfZyuU957eOXbxUM23GEHTbYbiyP0jgnE5QSQB2gYMjSgbqcMs+wm50O1nvUt2+mqIryUMZ3eLzOiQdM6WxaCSGIFg6b5S6n+eZTTD/rj4QOxs271jTdEH2sONw6JjooJSCDvMTL1rE95fU84jdkw1Ll/mz3AiMiKgMvAnk0xbUTT5jhA2XwfjX6ifbrQBMhlChWV1rvzy7uuAvGmZ0PhAyUy4KhuvmjQ7VmbO+SYYPPkgc9nB4NzMmLXroxsDn3WmPOifE69cf42M0vhWNEN/8C2YRAfIhH7z4YWk30sES1YpT4Pm5ubP9QKRnjJaWdA8tTla65Msy4PjQXQu3zidexhmiPMF19LhumHhdSpT5UtzgxrMUcznBJgru7CvoO0m4knwAqPoYi7MEVHGCo4NNlZWREtSvbQjAp1/PC944
삼성전자 삼성 DM500TDA-A38A,"749,000원",https://adcr.naver.com/adcr?x=2AG9vUnG8Rt6mvymlPmBRf///w==kCnBOFaDpWyFLR/eAu6mH8Q45ajvSmESKJkWZP2KTa7F6uGJ01fc8o/1YOJUKouyq1RnvTyw7DDvwtHkX/wYmyzJWGPs1gv43oBPQZQpud10s2bECuDHfXebHaDOY+WrCbTja2SAwG24c3dp+/fL/QdJd2Q1MhbonA8VHnGnIvRzmDji7GXdGEXglMQgudFaqgtaHjGWakAfAZMa9ykjv8IWt+t0yckdbS2YoFkP9kGIldHPD2sebGzG8vqjVn0MsPkOxLADI360+l9oEixfbUFpX9pUpbzsEXrODceCLlcknj5pr2mEMHbQpn3uDf3IOKnfds436uvLJHbF6yBjTxtGio9qjsn7D05OOgkESluG+JAgCBt79ECG8VNQFPPOD91mFOZBNuRCyG9wHn92Ek1yS9UThC0nG+YvFjM4b0AwvnBMmkjrfrV5JSGr0/pUQiNSxVS22q3lHcO4OhYyYfs01+snj1Gw90XVGWSLafszz1Ru50B3jClFCDnu7wzOxJRs3/6R1GtTLAKsXU4WXWn92awaTM5Ld6Bz57gVIQiCgQMFeSH41OcLdzoB2nLPCPQwPr/A2TA4l4t00gGww5nh+wpcEemDCMivM7nxTSHi71/Of4DrVty/mHOPNYjDNcsOY6bwrFkKs/syqMLmRECxVF5/dOwNbIb3AW/sZRMBA6MXmmr4R04gn/o6ZDLUdvQJLz1Q80yKEaT/rof37ouYJLYKNpbO736wrsEu7RM+yDX7XCiD/ktVTcRi9Qt0YwVniaZRklT0iC+e0AKiq7mdrNHpQwqew/Yb9sSobBXJWZTiG3gctPakeC6GRJFjLovOjEAHJY5I4Yf7Rt6/Zug==
한성컴퓨터 TFG MX9465S,"878,000원",https://adcr.naver.com/adcr?x=r4eEIhkSe9IfA1tR+rN5Hf///w==kXYBjg14CJrP9SpijA7OYPGZQXboQQKNw8ZyrquKbaYWg3eSEVDR3O5eSsbLagNky4BFwjHsXv1fyWCYDlS+hXoWP8k0taWN1aJPI0TcvZDuO7zc8cNn7UomdHZscdRU3jOb7Q+Zkz8xxv4VXLc4rYGZI4poLzAHvCEXXPRR8X/txdx0hp154eXp3SyJuBy2jwndJohVeGWg6OeQpz52JXykhTtDv98cysVgcocRm+rtKjVZ6dfNxyzbp3pmwGGCfzhyFfd72uCOL4XIC8IZswUUTbIpJRN9P6lhbrvKsBRLLX39e8MHWOTyPKq48c8CsQniU0cDJHDsWlmfLa6uRefgsZSoalRXqRjERubWKeRe3BywzTYjWAcWUlNpvEmu/c22PLXV5vb8XiScW4CLs8D3ek3iL+10fqrZXBLaZG11vYsYc/3y4N11RI9jA50XavDOuQ9sczKBQeSp7StqWRRCCf6h5K83HRw9M1N6jlKzK2aPCoPZm7u3kuSKSTqgyI6NykuZzxE18Hpnaj2D1g2WQlyCeFse6dWmFFRi6qTLIWuOyvD2mHlycq1ey1TXt+SXoamyka9LT1JNcnCIY2cJBtH/MBu2kXfEzhLRG+5UIkwrSeHXaTIivkXeKOxAt6vWNTsMiLyUHuXbf1Xgve/izTv9Fx9AnyB9D8Ize0pl4XXjpz4F6Z0bHa6cKDLdN4VvqZPCKpieyBJVTJX4TTQGFWGdnFEiCSEe5rnz/7CmHrnWwRA5bPdhqdSQKspFTJKybuZsZtRVhFd/rOAFxkqSY42juvsCT1NCy2Gy/GjxX4SRC40wusrm1NM5wBadpFPV9o9qZTbQ/nCj3YhRwZg==
삼성전자 삼성 DM530ADA-L78A,"1,348,000원",https://cr.shopping.naver.com/adcr.nhn?x=g5eLhjDCcZv9cTQRWDSge%2F%2F%2F%2Fw%3D%3DskxCEXLaeybxvPPtZnoXweXYPYV8QH%2BgedX3jNVfpaAKC4T8TvVdVe%2BzirgkXNztaLkI1F2kVyFyW%2Fhlsr4k1txi6sM4JvNL0uVhzvOrSVCnPVrqRmaLiOqIZY6Xd263FIhKXl8hBL1TRXZKxPZqRCWpBK1OziETLuxeybuznH7yAbCY81f975eS5nfR25FBic9gmRm1T8k2sdgfEdV3oNXJYcMyVL2L1lftMLm49byMV8lyWsiyRAnl6a0Ehpa%2F3%2BGGqN33IfjNDD46RdSO4yyJ3nVFTNjzfBEdNmowdrZ%2BC5umTrb%2B6RDpOZfnymh77gjvunEDcR4es8ekkQlpvn99%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4O%2FaERnH3N7NBwMcJJGDvAZi0T0jtj491qhDCTuDFwPWHiCinudu84W%2BA3gidESYj2r7%2FGxmV8YIY3aiuE79UKlnKagDhk1Cg5do%2FRTr2KvIf2DuyEYy%2FipIX3kI4bXKBwSfoJ1zjGHIT%2BcXRVL2QmJdqW513TxazPhQA5WMIebL8BnooF0JnBMinUH8%2FAEehQxNDXihwouoXDe%2BqMgWakraT4EFAQaG8SmWs6FWkCIan3FXxkay1W3cYi%2B4Ud7rl6AKrmprDkoTjgutrxBCljgau4fTwOUqyF63FjwpQRls%3D&nvMid=26249604522&catId=50001737
삼성전자 삼성 DM530ADA-L15A,"597,000원",https://cr.shopping.naver.com/adcr.nhn?x=yyW8ECDe8EEcuZLFrYmxf%2F%2F%2F%2Fw%3D%3Dslm04UpOX1vTu6VkbIHruRHFU2bpOc3A%2FwdxmSSGb8J2C4T8TvVdVe%2BzirgkXNztaLkI1F2kVyFyW%2Fhlsr4k1t%2FAPclxloUMIcTangK1ay6LPVrqRmaLiOqIZY6Xd263FIhKXl8hBL1TRXZKxPZqRCWpBK1OziETLuxeybuznH7yAbCY81f975eS5nfR25FBi%2B2twx%2F2plfeaJ9xSCGkH5YOrhT2hvLsTjiE1b9nKKRIV8lyWsiyRAnl6a0Ehpa%2F3%2BGGqN33IfjNDD46RdSO4yyJ3nVFTNjzfBEdNmowdrZ%2BC5umTrb%2B6RDpOZfnymh77gjvunEDcR4es8ekkQlpvn99%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4E6KXiFAo6pzylFiIchBqZM3fUkcZmyra669SsptOOUeHiCinudu84W%2BA3gidESYjywdZVJ6KO%2FU7tq9%2F6pFXE24afZXmkKR7TCikQhP%2BLbkf2DuyEYy%2FipIX3kI4bXKBD8WlRFHs94h1MEEw%2FvdFw5dqW513TxazPhQA5WMIebKrpyMtpZiw%2FhTEoG3%2FRdISw2popvk5HxytjbrmvguYxA5m4WdZmdlgz9fvGW92M1bR1BSI8ok4bae8y7BAGedlnAT0SHAN43uhJQa%2FMNvlcgau4fTwOUqyF63FjwpQRls%3D&nvMid=26869414523&catId=50001737
삼성전자 삼성 DM530ADA-L58A,"1,148,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2FYBRBITa8keekRb2UUG%2Bp%2F%2F%2F%2Fw%3D%3DsgW4bpWgIbLFPPckkYHLc9bZHOi0y2w8DPff2T1NSPKKC4T8TvVdVe%2BzirgkXNztaLkI1F2kVyFyW%2Fhlsr4k1t3To0MujQdQU4R17AiHESsbPVrqRmaLiOqIZY6Xd263FIhKXl8hBL1TRXZKxPZqRCWpBK1OziETLuxeybuznH7yAbCY81f975eS5nfR25FBiyd7QQlxRlS904zda7GwpodltMcUYIkKQ9OmmhAelwHEV8lyWsiyRAnl6a0Ehpa%2F3%2BGGqN33IfjNDD46RdSO4yyJ3nVFTNjzfBEdNmowdrZ%2BC5umTrb%2B6RDpOZfnymh77gjvunEDcR4es8ekkQlpvn99%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4Xyx%2B0i8Pr939czz4HXGHKcfyPLmpxemvwH98lZMC8aqHiCinudu84W%2BA3gidESYj%2BkOkE6thWK1arAgCDGEOHVnKagDhk1Cg5do%2FRTr2KvIf2DuyEYy%2FipIX3kI4bXKBN2skPCxepkzlkvOUUVh45pdqW513TxazPhQA5WMIebKa0rmSanyPSb6zvxpm2ggLQxNDXihwouoXDe%2BqMgWakkXK9eSrcuH5hsQdqUmjCXXjuxztKvMOHF0EpzU7QqqRpHx8ajVXMtgNNi8t7dYrFUHQIiXcF4qwUXZ2sX76wW8%3D&nvMid=25733899522&catId=50001737
한성컴퓨터 프리워커 F2500W,"588,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2Bf0c4qUuB6LnCKfnQVH1o%2F%2F%2F%2Fw%3D%3DsGmMU3%2Fa%2BOgcZtzGTYZ7JOH%2FaOSzsNn5Kmr3LcwQRi23Sxf1%2FWTcRdUz1nFgWoZdxYVtSp58T02lmHS5c1FS0qjrAws9jftaxbBPD9cyPThIJ4BmLUBPzQOyY0K%2BKiOxV%2BcdujCFm8MLfJAq8x6RyL2edW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDor4bRIePeEh9EKdrZGKqCqVGS8tkeUzLaOGx8bShxfjq2bP18tH2AMoAm2sQfMumfa2Zl3WAMa7ZEDb0N%2FszGMGwypcl9vbFEulmL9R76O181d0jaHstlsMm4A3TaHDncX1YK%2BGiKDbX1v42Nu%2B%2Fvopsv%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYFNTUJeqgF9hwTYTrSBzkrT1nRJ4yoQ1ByXgZXYF4asVUodza3ITskNwJgGjPokNXhkjmbOnBaCF14Ri%2B6Vpxlwp3GmZH8572EBGDELnqRN1E8W7EIwM7W5mPEMQTi0gqs9W%2FOYVEtWI0NoRL%2BmQUeS3KhITorHMrTqbX4dA%2FfgJ9kbUKugu2AJb7S6xlI6f0EamDCVOM0ekZcH7qwVTe30IdmrbL6If0Nh50EcWH4qAJcO3RS8%2FbjmPzZDn%2BrzwGSiy7dTlNf%2FXf8LfzjlN6Ox0cjwVm1BUYVknE7IEMpz4%3D&nvMid=23647190490&catId=50001737
삼성전자 삼성 DM500TDA-A58A,"898,000원",https://cr.shopping.naver.com/adcr.nhn?x=qIzPrBwJQV%2FkT0OuwsYlP%2F%2F%2F%2Fw%3D%3DsMaVmRzAHsbcRX2T0pvv3AUUVrTCAuvnkvsfHgnWTBivnzWOtNM56Rn4y3pJeCBX6qP3BX3chewheYTBJ%2BdHrPLa%2B%2BvnRTqSWFdJLvMfQsMDGIepAKvwIblG9XlIFtLYakhC%2Fa1bflLvzv%2BXi8TGq0GfWknWCWtL0AfFNfkd3dkHDpmNu2Rs3tEPrV0ZTODsbRUiAgbyNQEwxTefMgv3tsaeD%2BLsZlU35m1yJHrWs1zfuqXzVDGp0s470LkVh73wNEz7kz5BWAV0FkEGqOKvjy3CdUViDMJav%2F%2FwSu4yUD2PZ5JrCfJ5YVMCf3yhbVlHn2%2FAZTuP2sp1O%2Frh%2F%2FjX23%2FziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUBtPjll7obFF1OQnULIpqEv%2F9ejR8SSvc1NDu9qoV%2BLZKjRp2D9pkBhcJdqPQCXkT94GeLONLpmDeIGGwv2Ouyu50zPUcu2wPknD8X3D5Fs0LSv5SYzis5SVdiBAX6a8RCpgQoNMr7eMQM%2Ffa71jr8y3KhITorHMrTqbX4dA%2FfgJRKcUU1a3tonnmYFyYc7VWO2a2TiJHMvBP9%2FAYOwOqkgEiGySRycbLX5VJ9d%2BE5JBYIEr6xSVZxBKN1kOfG5h7L3x3W2LD8I1xJNGanp2%2Fth0cjwVm1BUYVknE7IEMpz4%3D&nvMid=28482750554&catId=50001737
IGNIQ 리트 올인원 PC 27A,"469,000원",https://cr.shopping.naver.com/adcr.nhn?x=1z3Rot9PBVMRi1CC1r8qRv%2F%2F%2Fw%3D%3DsdrV8ocyq09hpUGow1hrdXwSoSEtm3V8LuGjwx5e1dJnSxf1%2FWTcRdUz1nFgWoZdx0ZRS9gZX8P5nDXeBQ2JcllnXMjtPHyo3wpZmUmEJpC0J4BmLUBPzQOyY0K%2BKiOxV%2BcdujCFm8MLfJAq8x6RyL2edW%2BMyCIcyNsWGbi%2FX%2FUA%2Fa18qhDQ1A%2FKJp3fgBDorT%2Fe5OjXjprPfR4Q9MjaJViYcz3E4MvYgjXLMVeoot%2FubP18tH2AMoAm2sQfMumfa2Zl3WAMa7ZEDb0N%2FszGMGwypcl9vbFEulmL9R76O181d0jaHstlsMm4A3TaHDncX1YK%2BGiKDbX1v42Nu%2B%2Fvopsv%2BjB2erv%2BZ%2Brrs5VHOiTRLlIk0uAh1LVcUK1nkYRMYoSkmtyT0FhOE9Dj0Uo6Vwz1nRJ4yoQ1ByXgZXYF4asVUodza3ITskNwJgGjPokNXv9WzbrfEL7Hz95xj%2Fc6m5Ap3GmZH8572EBGDELnqRN2gecjoR8XEQSAUjj4iEPRMlYV3YWa9icrtEfIwxZiaIU5X8tpo1uDmzppY2vA8mc8O3hq65Z%2Bu3e9LTDnPrqOZMM%2FjP7xwSPhLJqpEDEYctxLPHBVE1X9hF6ZkrnPWwIQ3z4wZqrsMSCMI5xOPDUWQm9GgeV%2BjqAxW%2F0nYgF96n8tVYavx%2B%2B8fWZa9SBc8rqM%3D&nvMid=25986977522&catId=50001737
한성컴퓨터 TFG MX9465S,"878,000원",https://cr.shopping.naver.com/adcr.nhn?x=2URix0Z92inhom0xU%2BCHQP%2F%2F%2Fw%3D%3DsSB9T3SFd8792tN9Qz62TwOW40c2mglCcrJ%2FKDL%2B%2FiXGC4T8TvVdVe%2BzirgkXNztaLkI1F2kVyFyW%2Fhlsr4k1t%2FDIidYTPPPec3STj9TKVwTPVrqRmaLiOqIZY6Xd263FIhKXl8hBL1TRXZKxPZqRCWpBK1OziETLuxeybuznH7yAbCY81f975eS5nfR25FBiXSOUk4qJnEg%2BiFETkJ0UwsH2UqFTfNP6JCFciud%2BW5MV8lyWsiyRAnl6a0Ehpa%2F3%2BGGqN33IfjNDD46RdSO4yyJ3nVFTNjzfBEdNmowdrZ%2BC5umTrb%2B6RDpOZfnymh77gjvunEDcR4es8ekkQlpvn99%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4iXXCqkLzwpU2kk%2Fy7yCU%2FwqREId%2FHQjvuavoQnhTswqHiCinudu84W%2BA3gidESYjUjRBFtG0Pr89ctnGYWsfaCEoNKSTc543s7%2BXvbX2gQE2HwV9YWQ7JqRWLIeTDtpCNvEYaRzQD9KZioeAt2qC4cdZfmRz%2FO86eO6AUR%2FXNs28m9sEK6ajsXdr3kVC9%2F2j71tqtWQablf%2F77SlIExh58cTdXsfaelwxzAG4xIn%2Fyej19Qsl9NxLsMr%2FB6U76syA35CyMrpXQUt3%2FJvHupy5s1ITc7NlRPvorKrNyQBKaY%3D&nvMid=21969043782&catId=50001737
